item,case,level,level_ko,desc,blind_by_design,fp_by_design,tno,unit,lsl,usl,before_shape,before_mean,before_stdev,before_quant,after_shape,after_mean,after_stdev,after_quant,th_cpk_low,th_stdev_delta_pct,th_alpha,th_cpk_high
DISC_BIMODAL_01_L2,DISC_BIMODAL,2,L2 자세히 보면 다름,이산 정규 → 이산 쌍봉,1,0,1098,V,0.0,10.0,normal,5.0,1.0416666666666665,0.5208333333333333,bimodal,5.0,1.0416666666666665,0.5208333333333333,1.33,15.0,0.05,100.0
DISC_BIMODAL_01_L3,DISC_BIMODAL,3,L3 확실히 다름,이산 정규 → 이산 쌍봉,1,0,1099,V,0.0,10.0,normal,5.0,1.0416666666666665,0.5208333333333333,bimodal,5.0,1.0416666666666665,0.5208333333333333,1.33,15.0,0.05,100.0
DISC_BIMODAL_01_L4,DISC_BIMODAL,4,L4 누가 봐도 완전히 다름,이산 정규 → 이산 쌍봉,1,0,1100,V,0.0,10.0,normal,5.0,1.0416666666666665,0.5208333333333333,bimodal,5.0,1.0416666666666665,0.5208333333333333,1.33,15.0,0.05,100.0
DISC_BIMODAL_02_L1,DISC_BIMODAL,1,L1 차이 거의 없음,이산 정규 → 이산 쌍봉,1,0,1101,V,0.0,10.0,normal,5.0,1.0416666666666665,0.5208333333333333,bimodal,5.0,1.0416666666666665,0.5208333333333333,1.33,15.0,0.05,100.0
DISC_BIMODAL_02_L2,DISC_BIMODAL,2,L2 자세히 보면 다름,이산 정규 → 이산 쌍봉,1,0,1102,V,0.0,10.0,normal,5.0,1.0416666666666665,0.5208333333333333,bimodal,5.0,1.0416666666666665,0.5208333333333333,1.33,15.0,0.05,100.0
DISC_BIMODAL_02_L3,DISC_BIMODAL,3,L3 확실히 다름,이산 정규 → 이산 쌍봉,1,0,1103,V,0.0,10.0,normal,5.0,1.0416666666666665,0.5208333333333333,bimodal,5.0,1.0416666666666665,0.5208333333333333,1.33,15.0,0.05,100.0
DISC_BIMODAL_02_L4,DISC_BIMODAL,4,L4 누가 봐도 완전히 다름,이산 정규 → 이산 쌍봉,1,0,1104,V,0.0,10.0,normal,5.0,1.0416666666666665,0.5208333333333333,bimodal,5.0,1.0416666666666665,0.5208333333333333,1.33,15.0,0.05,100.0
DISC_LEVELSHIFT_01_L1,DISC_LEVELSHIFT,1,L1 차이 거의 없음,이산값 계단 하나만큼 평행 이동,0,0,1105,V,0.0,10.0,normal,5.0,1.0416666666666665,1.0416666666666665,normal,5.520833333333333,1.0416666666666665,1.0416666666666665,1.33,15.0,0.05,100.0
DISC_LEVELSHIFT_01_L2,DISC_LEVELSHIFT,2,L2 자세히 보면 다름,이산값 계단 하나만큼 평행 이동,0,0,1106,V,0.0,10.0,normal,5.0,1.0416666666666665,1.0416666666666665,normal,6.041666666666666,1.0416666666666665,1.0416666666666665,1.33,15.0,0.05,100.0
DISC_LEVELSHIFT_01_L3,DISC_LEVELSHIFT,3,L3 확실히 다름,이산값 계단 하나만큼 평행 이동,0,0,1107,V,0.0,10.0,normal,5.0,1.0416666666666665,1.0416666666666665,normal,6.5625,1.0416666666666665,1.0416666666666665,1.33,15.0,0.05,100.0
DISC_LEVELSHIFT_01_L4,DISC_LEVELSHIFT,4,L4 누가 봐도 완전히 다름,이산값 계단 하나만큼 평행 이동,0,0,1108,V,0.0,10.0,normal,5.0,1.0416666666666665,1.0416666666666665,normal,7.083333333333333,1.0416666666666665,1.0416666666666665,1.33,15.0,0.05,100.0
DISC_SPARSE_01_L1,DISC_SPARSE,1,L1 차이 거의 없음,이산 + 한 계단에 몰림 (수준 편중),1,0,1109,V,0.0,10.0,normal,5.0,1.0416666666666665,1.5624999999999998,spike,5.0,1.0416666666666665,1.5624999999999998,1.33,15.0,0.05,100.0
DISC_SPARSE_01_L2,DISC_SPARSE,2,L2 자세히 보면 다름,이산 + 한 계단에 몰림 (수준 편중),1,0,1110,V,0.0,10.0,normal,5.0,1.0416666666666665,1.5624999999999998,spike,5.0,1.0416666666666665,1.5624999999999998,1.33,15.0,0.05,100.0
DISC_SPARSE_01_L3,DISC_SPARSE,3,L3 확실히 다름,이산 + 한 계단에 몰림 (수준 편중),1,0,1111,V,0.0,10.0,normal,5.0,1.0416666666666665,1.5624999999999998,spike,5.0,1.0416666666666665,1.5624999999999998,1.33,15.0,0.05,100.0
DISC_SPARSE_01_L4,DISC_SPARSE,4,L4 누가 봐도 완전히 다름,이산 + 한 계단에 몰림 (수준 편중),1,0,1112,V,0.0,10.0,normal,5.0,1.0416666666666665,1.5624999999999998,spike,5.0,1.0416666666666665,1.5624999999999998,1.33,15.0,0.05,100.0
POS_SEPARATE_01_L1,POS_SEPARATE,1,L1 차이 거의 없음,완전 분리 방향으로 서로 멀어짐,0,0,1113,V,0.0,10.0,normal,4.0625,0.5729166666666666,,normal,5.9375,0.5729166666666666,,1.33,15.0,0.05,100.0
POS_SEPARATE_01_L2,POS_SEPARATE,2,L2 자세히 보면 다름,완전 분리 방향으로 서로 멀어짐,0,0,1114,V,0.0,10.0,normal,3.125,0.5729166666666666,,normal,6.875,0.5729166666666666,,1.33,15.0,0.05,100.0
POS_SEPARATE_01_L3,POS_SEPARATE,3,L3 확실히 다름,완전 분리 방향으로 서로 멀어짐,0,0,1115,V,0.0,10.0,normal,2.1875000000000004,0.5729166666666666,,normal,7.8125,0.5729166666666666,,1.33,15.0,0.05,100.0
POS_SEPARATE_01_L4,POS_SEPARATE,4,L4 누가 봐도 완전히 다름,완전 분리 방향으로 서로 멀어짐,0,0,1116,V,0.0,10.0,normal,1.2500000000000004,0.5729166666666666,,normal,8.75,0.5729166666666666,,1.33,15.0,0.05,100.0
POS_SEPARATE_02_L1,POS_SEPARATE,1,L1 차이 거의 없음,완전 분리 방향으로 서로 멀어짐,0,0,1117,V,0.0,10.0,normal,4.0625,0.5729166666666666,,normal,5.9375,0.5729166666666666,,1.33,15.0,0.05,100.0
POS_SEPARATE_02_L2,POS_SEPARATE,2,L2 자세히 보면 다름,완전 분리 방향으로 서로 멀어짐,0,0,1118,V,0.0,10.0,normal,3.125,0.5729166666666666,,normal,6.875,0.5729166666666666,,1.33,15.0,0.05,100.0
POS_SEPARATE_02_L3,POS_SEPARATE,3,L3 확실히 다름,완전 분리 방향으로 서로 멀어짐,0,0,1119,V,0.0,10.0,normal,2.1875000000000004,0.5729166666666666,,normal,7.8125,0.5729166666666666,,1.33,15.0,0.05,100.0
POS_SEPARATE_02_L4,POS_SEPARATE,4,L4 누가 봐도 완전히 다름,완전 분리 방향으로 서로 멀어짐,0,0,1120,V,0.0,10.0,normal,1.2500000000000004,0.5729166666666666,,normal,8.75,0.5729166666666666,,1.33,15.0,0.05,100.0
POS_OVERLAP_SAME_01_L1,POS_OVERLAP_SAME,1,L1 차이 거의 없음,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,1121,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_OVERLAP_SAME_01_L2,POS_OVERLAP_SAME,2,L2 자세히 보면 다름,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,1122,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_OVERLAP_SAME_02_L1,POS_OVERLAP_SAME,1,L1 차이 거의 없음,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,1123,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_OVERLAP_SAME_02_L2,POS_OVERLAP_SAME,2,L2 자세히 보면 다름,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,1124,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_OVERLAP_SAME_03_L1,POS_OVERLAP_SAME,1,L1 차이 거의 없음,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,1125,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_OVERLAP_SAME_03_L2,POS_OVERLAP_SAME,2,L2 자세히 보면 다름,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,1126,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_SHIFT_SMALL_01_L1,POS_SHIFT_SMALL,1,L1 차이 거의 없음,평균만 shift (σ 동일),0,0,1127,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.083333333333333,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_SHIFT_SMALL_01_L2,POS_SHIFT_SMALL,2,L2 자세히 보면 다름,평균만 shift (σ 동일),0,0,1128,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.260416666666667,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_SHIFT_SMALL_01_L3,POS_SHIFT_SMALL,3,L3 확실히 다름,평균만 shift (σ 동일),0,0,1129,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.625,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_SHIFT_SMALL_01_L4,POS_SHIFT_SMALL,4,L4 누가 봐도 완전히 다름,평균만 shift (σ 동일),0,0,1130,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,6.25,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_SHIFT_SMALL_02_L1,POS_SHIFT_SMALL,1,L1 차이 거의 없음,평균만 shift (σ 동일),0,0,1131,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.083333333333333,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_SHIFT_SMALL_02_L2,POS_SHIFT_SMALL,2,L2 자세히 보면 다름,평균만 shift (σ 동일),0,0,1132,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.260416666666667,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_SHIFT_SMALL_02_L3,POS_SHIFT_SMALL,3,L3 확실히 다름,평균만 shift (σ 동일),0,0,1133,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.625,1.0416666666666665,,1.33,15.0,0.05,100.0
POS_SHIFT_SMALL_02_L4,POS_SHIFT_SMALL,4,L4 누가 봐도 완전히 다름,평균만 shift (σ 동일),0,0,1134,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,6.25,1.0416666666666665,,1.33,15.0,0.05,100.0
SD_UP_01_L1,SD_UP,1,L1 차이 거의 없음,산포만 커짐,0,0,1135,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.0833333333333333,,1.33,15.0,0.05,100.0
SD_UP_01_L2,SD_UP,2,L2 자세히 보면 다름,산포만 커짐,0,0,1136,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.208333333333333,,1.33,15.0,0.05,100.0
SD_UP_01_L3,SD_UP,3,L3 확실히 다름,산포만 커짐,0,0,1137,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.5104166666666663,,1.33,15.0,0.05,100.0
SD_UP_01_L4,SD_UP,4,L4 누가 봐도 완전히 다름,산포만 커짐,0,0,1138,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,2.083333333333333,,1.33,15.0,0.05,100.0
SD_UP_02_L1,SD_UP,1,L1 차이 거의 없음,산포만 커짐,0,0,1139,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.0833333333333333,,1.33,15.0,0.05,100.0
SD_UP_02_L2,SD_UP,2,L2 자세히 보면 다름,산포만 커짐,0,0,1140,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.208333333333333,,1.33,15.0,0.05,100.0
SD_UP_02_L3,SD_UP,3,L3 확실히 다름,산포만 커짐,0,0,1141,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,1.5104166666666663,,1.33,15.0,0.05,100.0
SD_UP_02_L4,SD_UP,4,L4 누가 봐도 완전히 다름,산포만 커짐,0,0,1142,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,2.083333333333333,,1.33,15.0,0.05,100.0
SD_UP_MEAN_DOWN_01_L1,SD_UP_MEAN_DOWN,1,L1 차이 거의 없음,평균 이동 + 산포 확대 동시,0,0,1143,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,4.895833333333333,1.09375,,1.33,15.0,0.05,100.0
SD_UP_MEAN_DOWN_01_L2,SD_UP_MEAN_DOWN,2,L2 자세히 보면 다름,평균 이동 + 산포 확대 동시,0,0,1144,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,4.6875,1.2291666666666665,,1.33,15.0,0.05,100.0
SD_UP_MEAN_DOWN_01_L3,SD_UP_MEAN_DOWN,3,L3 확실히 다름,평균 이동 + 산포 확대 동시,0,0,1145,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,4.270833333333334,1.5624999999999998,,1.33,15.0,0.05,100.0
SD_UP_MEAN_DOWN_01_L4,SD_UP_MEAN_DOWN,4,L4 누가 봐도 완전히 다름,평균 이동 + 산포 확대 동시,0,0,1146,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,3.75,2.1875,,1.33,15.0,0.05,100.0
MIX_TAIL_VS_BIMODAL_01_L1,MIX_TAIL_VS_BIMODAL,1,L1 차이 거의 없음,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,1147,V,0.0,10.0,tail_up,5.0,1.0416666666666665,,bimodal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_TAIL_VS_BIMODAL_01_L2,MIX_TAIL_VS_BIMODAL,2,L2 자세히 보면 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,1148,V,0.0,10.0,tail_up,5.0,1.0416666666666665,,bimodal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_TAIL_VS_BIMODAL_01_L3,MIX_TAIL_VS_BIMODAL,3,L3 확실히 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,1149,V,0.0,10.0,tail_up,5.0,1.0416666666666665,,bimodal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_TAIL_VS_BIMODAL_01_L4,MIX_TAIL_VS_BIMODAL,4,L4 누가 봐도 완전히 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,1150,V,0.0,10.0,tail_up,5.0,1.0416666666666665,,bimodal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_TAIL_VS_BIMODAL_02_L1,MIX_TAIL_VS_BIMODAL,1,L1 차이 거의 없음,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,1151,V,0.0,10.0,tail_up,5.0,1.0416666666666665,,bimodal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_TAIL_VS_BIMODAL_02_L2,MIX_TAIL_VS_BIMODAL,2,L2 자세히 보면 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,1152,V,0.0,10.0,tail_up,5.0,1.0416666666666665,,bimodal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_TAIL_VS_BIMODAL_02_L3,MIX_TAIL_VS_BIMODAL,3,L3 확실히 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,1153,V,0.0,10.0,tail_up,5.0,1.0416666666666665,,bimodal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_TAIL_VS_BIMODAL_02_L4,MIX_TAIL_VS_BIMODAL,4,L4 누가 봐도 완전히 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,1154,V,0.0,10.0,tail_up,5.0,1.0416666666666665,,bimodal,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_UNIFORM_VS_SPIKE_01_L1,MIX_UNIFORM_VS_SPIKE,1,L1 차이 거의 없음,균등 → 스파이크 (양극단 모양),1,0,1155,V,0.0,10.0,uniform,5.0,1.0416666666666665,,spike,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_UNIFORM_VS_SPIKE_01_L2,MIX_UNIFORM_VS_SPIKE,2,L2 자세히 보면 다름,균등 → 스파이크 (양극단 모양),1,0,1156,V,0.0,10.0,uniform,5.0,1.0416666666666665,,spike,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_UNIFORM_VS_SPIKE_01_L3,MIX_UNIFORM_VS_SPIKE,3,L3 확실히 다름,균등 → 스파이크 (양극단 모양),1,0,1157,V,0.0,10.0,uniform,5.0,1.0416666666666665,,spike,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_UNIFORM_VS_SPIKE_01_L4,MIX_UNIFORM_VS_SPIKE,4,L4 누가 봐도 완전히 다름,균등 → 스파이크 (양극단 모양),1,0,1158,V,0.0,10.0,uniform,5.0,1.0416666666666665,,spike,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_OUTLIER_VS_TAIL_01_L1,MIX_OUTLIER_VS_TAIL,1,L1 차이 거의 없음,"이탈 무리 → 연속 꼬리 (같은 σ, 다른 위험)",1,0,1159,V,0.0,10.0,outlier_cluster,5.0,1.0416666666666665,,tail_up,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_OUTLIER_VS_TAIL_01_L2,MIX_OUTLIER_VS_TAIL,2,L2 자세히 보면 다름,"이탈 무리 → 연속 꼬리 (같은 σ, 다른 위험)",1,0,1160,V,0.0,10.0,outlier_cluster,5.0,1.0416666666666665,,tail_up,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_OUTLIER_VS_TAIL_01_L3,MIX_OUTLIER_VS_TAIL,3,L3 확실히 다름,"이탈 무리 → 연속 꼬리 (같은 σ, 다른 위험)",1,0,1161,V,0.0,10.0,outlier_cluster,5.0,1.0416666666666665,,tail_up,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
MIX_OUTLIER_VS_TAIL_01_L4,MIX_OUTLIER_VS_TAIL,4,L4 누가 봐도 완전히 다름,"이탈 무리 → 연속 꼬리 (같은 σ, 다른 위험)",1,0,1162,V,0.0,10.0,outlier_cluster,5.0,1.0416666666666665,,tail_up,5.0,1.0416666666666665,,1.33,15.0,0.05,100.0
CPK_LOW_01_L1,CPK_LOW,1,L1 차이 거의 없음,평균 이동으로 Cpk 하락,0,0,1163,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.312500000000001,1.0416666666666665,,1.33,15.0,0.05,100.0
CPK_LOW_01_L2,CPK_LOW,2,L2 자세히 보면 다름,평균 이동으로 Cpk 하락,0,0,1164,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.78125,1.0416666666666665,,1.33,15.0,0.05,100.0
CPK_LOW_01_L3,CPK_LOW,3,L3 확실히 다름,평균 이동으로 Cpk 하락,0,0,1165,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,6.5625,1.0416666666666665,,1.33,15.0,0.05,100.0
CPK_LOW_01_L4,CPK_LOW,4,L4 누가 봐도 완전히 다름,평균 이동으로 Cpk 하락,0,0,1166,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,7.8125,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_NOCHANGE_01_L1,FP_LOWCPK_NOCHANGE,1,L1 차이 거의 없음,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1167,V,0.0,10.0,normal,6.5625,1.0416666666666665,,normal,6.583333333333333,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_NOCHANGE_01_L2,FP_LOWCPK_NOCHANGE,2,L2 자세히 보면 다름,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1168,V,0.0,10.0,normal,6.5625,1.0416666666666665,,normal,6.604166666666667,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_NOCHANGE_02_L1,FP_LOWCPK_NOCHANGE,1,L1 차이 거의 없음,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1169,V,0.0,10.0,normal,6.5625,1.0416666666666665,,normal,6.583333333333333,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_NOCHANGE_02_L2,FP_LOWCPK_NOCHANGE,2,L2 자세히 보면 다름,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1170,V,0.0,10.0,normal,6.5625,1.0416666666666665,,normal,6.604166666666667,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_NOCHANGE_03_L1,FP_LOWCPK_NOCHANGE,1,L1 차이 거의 없음,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1171,V,0.0,10.0,normal,6.5625,1.0416666666666665,,normal,6.583333333333333,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_NOCHANGE_03_L2,FP_LOWCPK_NOCHANGE,2,L2 자세히 보면 다름,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1172,V,0.0,10.0,normal,6.5625,1.0416666666666665,,normal,6.604166666666667,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_IMPROVED_01_L1,FP_LOWCPK_IMPROVED,1,L1 차이 거의 없음,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1173,V,0.0,10.0,normal,7.65625,1.0416666666666665,,normal,7.1875,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_IMPROVED_01_L2,FP_LOWCPK_IMPROVED,2,L2 자세히 보면 다름,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1174,V,0.0,10.0,normal,7.65625,1.0416666666666665,,normal,6.71875,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_IMPROVED_02_L1,FP_LOWCPK_IMPROVED,1,L1 차이 거의 없음,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1175,V,0.0,10.0,normal,7.65625,1.0416666666666665,,normal,7.1875,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_IMPROVED_02_L2,FP_LOWCPK_IMPROVED,2,L2 자세히 보면 다름,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1176,V,0.0,10.0,normal,7.65625,1.0416666666666665,,normal,6.71875,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_IMPROVED_03_L1,FP_LOWCPK_IMPROVED,1,L1 차이 거의 없음,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1177,V,0.0,10.0,normal,7.65625,1.0416666666666665,,normal,7.1875,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_LOWCPK_IMPROVED_03_L2,FP_LOWCPK_IMPROVED,2,L2 자세히 보면 다름,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1178,V,0.0,10.0,normal,7.65625,1.0416666666666665,,normal,6.71875,1.0416666666666665,,1.33,15.0,0.05,100.0
FP_SD_IMPROVED_01_L1,FP_SD_IMPROVED,1,L1 차이 거의 없음,[과검출] 산포가 줄어 개선됐는데 |Δσ%| 절대값이라 검출,0,1,1179,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,0.8645833333333331,,1.33,15.0,0.05,100.0
FP_SD_IMPROVED_01_L2,FP_SD_IMPROVED,2,L2 자세히 보면 다름,[과검출] 산포가 줄어 개선됐는데 |Δσ%| 절대값이라 검출,0,1,1180,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,0.8124999999999999,,1.33,15.0,0.05,100.0
FP_SD_IMPROVED_02_L1,FP_SD_IMPROVED,1,L1 차이 거의 없음,[과검출] 산포가 줄어 개선됐는데 |Δσ%| 절대값이라 검출,0,1,1181,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,0.8645833333333331,,1.33,15.0,0.05,100.0
FP_SD_IMPROVED_02_L2,FP_SD_IMPROVED,2,L2 자세히 보면 다름,[과검출] 산포가 줄어 개선됐는데 |Δσ%| 절대값이라 검출,0,1,1182,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,0.8124999999999999,,1.33,15.0,0.05,100.0
FP_SD_IMPROVED_03_L1,FP_SD_IMPROVED,1,L1 차이 거의 없음,[과검출] 산포가 줄어 개선됐는데 |Δσ%| 절대값이라 검출,0,1,1183,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,0.8645833333333331,,1.33,15.0,0.05,100.0
FP_SD_IMPROVED_03_L2,FP_SD_IMPROVED,2,L2 자세히 보면 다름,[과검출] 산포가 줄어 개선됐는데 |Δσ%| 절대값이라 검출,0,1,1184,V,0.0,10.0,normal,5.0,1.0416666666666665,,normal,5.0,0.8124999999999999,,1.33,15.0,0.05,100.0
FP_TINY_SIGMA_01_L1,FP_TINY_SIGMA,1,L1 차이 거의 없음,[과검출] σ 가 아주 작아 절대 변화는 무의미한데 비율만 큼,0,1,1185,V,0.0,10.0,normal,5.0,0.08,,normal,5.0,0.096,,1.33,15.0,0.05,100.0
FP_TINY_SIGMA_01_L2,FP_TINY_SIGMA,2,L2 자세히 보면 다름,[과검출] σ 가 아주 작아 절대 변화는 무의미한데 비율만 큼,0,1,1186,V,0.0,10.0,normal,5.0,0.08,,normal,5.0,0.10400000000000001,,1.33,15.0,0.05,100.0
FP_TINY_SIGMA_02_L1,FP_TINY_SIGMA,1,L1 차이 거의 없음,[과검출] σ 가 아주 작아 절대 변화는 무의미한데 비율만 큼,0,1,1187,V,0.0,10.0,normal,5.0,0.08,,normal,5.0,0.096,,1.33,15.0,0.05,100.0
FP_TINY_SIGMA_02_L2,FP_TINY_SIGMA,2,L2 자세히 보면 다름,[과검출] σ 가 아주 작아 절대 변화는 무의미한데 비율만 큼,0,1,1188,V,0.0,10.0,normal,5.0,0.08,,normal,5.0,0.10400000000000001,,1.33,15.0,0.05,100.0
FP_TINY_SIGMA_03_L1,FP_TINY_SIGMA,1,L1 차이 거의 없음,[과검출] σ 가 아주 작아 절대 변화는 무의미한데 비율만 큼,0,1,1189,V,0.0,10.0,normal,5.0,0.08,,normal,5.0,0.096,,1.33,15.0,0.05,100.0
FP_TINY_SIGMA_03_L2,FP_TINY_SIGMA,2,L2 자세히 보면 다름,[과검출] σ 가 아주 작아 절대 변화는 무의미한데 비율만 큼,0,1,1190,V,0.0,10.0,normal,5.0,0.08,,normal,5.0,0.10400000000000001,,1.33,15.0,0.05,100.0
FP_DISCRETE_JITTER_01_L1,FP_DISCRETE_JITTER,1,L1 차이 거의 없음,[과검출] 이산 경계 die 이동만으로 σ 비율이 흔들림,0,1,1191,V,0.0,10.0,normal,5.0,0.43749999999999994,1.6666666666666665,normal,5.354166666666667,0.43749999999999994,1.6666666666666665,1.33,15.0,0.05,100.0
FP_DISCRETE_JITTER_01_L2,FP_DISCRETE_JITTER,2,L2 자세히 보면 다름,[과검출] 이산 경계 die 이동만으로 σ 비율이 흔들림,0,1,1192,V,0.0,10.0,normal,5.0,0.43749999999999994,1.6666666666666665,normal,5.708333333333333,0.43749999999999994,1.6666666666666665,1.33,15.0,0.05,100.0
FP_DISCRETE_JITTER_02_L1,FP_DISCRETE_JITTER,1,L1 차이 거의 없음,[과검출] 이산 경계 die 이동만으로 σ 비율이 흔들림,0,1,1193,V,0.0,10.0,normal,5.0,0.43749999999999994,1.6666666666666665,normal,5.354166666666667,0.43749999999999994,1.6666666666666665,1.33,15.0,0.05,100.0
