SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,SHAPE_BIMODAL_01_L1,SHAPE_BIMODAL_01_L2,SHAPE_BIMODAL_01_L3,SHAPE_BIMODAL_01_L4,SHAPE_BIMODAL_02_L1,SHAPE_BIMODAL_02_L2,SHAPE_BIMODAL_02_L3,SHAPE_BIMODAL_02_L4,SHAPE_BIMODAL_SKEW_01_L1,SHAPE_BIMODAL_SKEW_01_L2,SHAPE_BIMODAL_SKEW_01_L3,SHAPE_BIMODAL_SKEW_01_L4,SHAPE_BIMODAL_SKEW_02_L1,SHAPE_BIMODAL_SKEW_02_L2,SHAPE_BIMODAL_SKEW_02_L3,SHAPE_BIMODAL_SKEW_02_L4,SHAPE_TRIMODAL_01_L1,SHAPE_TRIMODAL_01_L2,SHAPE_TRIMODAL_01_L3,SHAPE_TRIMODAL_01_L4,SHAPE_TRIMODAL_02_L1,SHAPE_TRIMODAL_02_L2,SHAPE_TRIMODAL_02_L3,SHAPE_TRIMODAL_02_L4,SHAPE_TAILFLIP_01_L1,SHAPE_TAILFLIP_01_L2,SHAPE_TAILFLIP_01_L3,SHAPE_TAILFLIP_01_L4,SHAPE_TAILFLIP_02_L1,SHAPE_TAILFLIP_02_L2,SHAPE_TAILFLIP_02_L3,SHAPE_TAILFLIP_02_L4,SHAPE_TAIL_ONESIDE_01_L1,SHAPE_TAIL_ONESIDE_01_L2,SHAPE_TAIL_ONESIDE_01_L3,SHAPE_TAIL_ONESIDE_01_L4,SHAPE_TAIL_ONESIDE_02_L1,SHAPE_TAIL_ONESIDE_02_L2,SHAPE_TAIL_ONESIDE_02_L3,SHAPE_TAIL_ONESIDE_02_L4,SHAPE_TAIL_BOTH_01_L1,SHAPE_TAIL_BOTH_01_L2,SHAPE_TAIL_BOTH_01_L3,SHAPE_TAIL_BOTH_01_L4,SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU_01_L4,SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R_01_L4,SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP_01_L4,SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER_02_L4,SHAPE_SPIKE_01_L1,SHAPE_SPIKE_01_L2,SHAPE_SPIKE_01_L3,SHAPE_SPIKE_01_L4,SHAPE_SPIKE_02_L1,SHAPE_SPIKE_02_L2,SHAPE_SPIKE_02_L3,SHAPE_SPIKE_02_L4,SHAPE_TRUNC_01_L1,SHAPE_TRUNC_01_L2,SHAPE_TRUNC_01_L3,SHAPE_TRUNC_01_L4,SHAPE_UNIFORM_01_L1,SHAPE_UNIFORM_01_L2,SHAPE_UNIFORM_02_L1,SHAPE_UNIFORM_02_L2,DISC_BIMODAL_01_L1,DISC_BIMODAL_01_L2,DISC_BIMODAL_01_L3,DISC_BIMODAL_01_L4,DISC_BIMODAL_02_L1,DISC_BIMODAL_02_L2,DISC_BIMODAL_02_L3,DISC_BIMODAL_02_L4,DISC_SPARSE_01_L1,DISC_SPARSE_01_L2,DISC_SPARSE_01_L3,DISC_SPARSE_01_L4,POS_SHIFT_01_L1,POS_SHIFT_01_L2,POS_SHIFT_01_L3,POS_SHIFT_01_L4,POS_SHIFT_02_L1,POS_SHIFT_02_L2,POS_SHIFT_02_L3,POS_SHIFT_02_L4,POS_SEPARATE_01_L1,POS_SEPARATE_01_L2,POS_SEPARATE_01_L3,POS_SEPARATE_01_L4,SD_UP_01_L1,SD_UP_01_L2,SD_UP_01_L3,SD_UP_01_L4,SD_UP_02_L1,SD_UP_02_L2,SD_UP_02_L3,SD_UP_02_L4,CPK_LOW_01_L1,CPK_LOW_01_L2,CPK_LOW_01_L3,CPK_LOW_01_L4,CPK_LOW_02_L1,CPK_LOW_02_L2,CPK_LOW_02_L3,CPK_LOW_02_L4,CONTROL_SAME_01_L1,CONTROL_SAME_01_L2,CONTROL_SAME_01_L3,CONTROL_SAME_01_L4,CONTROL_SAME_02_L1,CONTROL_SAME_02_L2,CONTROL_SAME_02_L3,CONTROL_SAME_02_L4,CONTROL_SAME_03_L1,CONTROL_SAME_03_L2,CONTROL_SAME_03_L3,CONTROL_SAME_03_L4,CONTROL_SAME_04_L1,CONTROL_SAME_04_L2,CONTROL_SAME_04_L3,CONTROL_SAME_04_L4
C000475,119,4,25,17,1,,4.487930,4.313962,4.052028,3.970335,4.487930,4.313962,4.052028,3.970335,5.160337,4.771174,4.244766,4.147010,5.160337,4.771174,4.244766,4.147010,5.184469,5.102288,5.008656,5.008656,5.184469,5.102288,5.008656,5.008656,4.780148,3.793896,5.416462,5.416462,4.780148,3.793896,5.416462,5.416462,5.273142,4.958768,6.202325,6.202325,5.273142,4.958768,6.202325,6.202325,5.270403,3.612678,3.526584,3.526584,5.363264,3.751498,3.964664,3.964664,5.356421,5.235823,4.871703,4.698726,4.635601,4.701995,4.921584,5.114493,5.286206,4.950974,6.202845,5.943401,5.286206,4.950974,6.202845,5.943401,5.413409,5.438509,5.006365,5.017221,5.413409,5.438509,5.006365,5.017221,5.462075,5.558637,5.753809,5.739696,5.875932,4.530380,5.875932,4.530380,4.427083,4.166667,4.166667,3.906250,4.427083,4.166667,4.166667,3.906250,5.468750,4.947917,5.468750,4.947917,4.201942,4.349589,4.753519,5.280588,4.201942,4.349589,4.753519,5.280588,4.538743,4.579346,4.690427,4.835371,6.586840,6.753081,7.025110,7.573377,6.586840,6.753081,7.025110,7.573377,6.385341,6.635341,7.730177,8.839255,6.385341,6.635341,7.730177,8.839255,5.906753,5.906753,5.906753,5.906753,5.906753,5.906753,5.906753,5.906753,5.906753,5.906753,5.906753,5.906753,5.906753,5.906753,5.906753,5.906753
C000476,120,1,26,17,1,,4.242094,4.125596,3.985825,3.960129,4.242094,4.125596,3.985825,3.960129,4.797127,4.493275,4.083786,4.042627,4.797127,4.493275,4.083786,4.042627,5.000629,4.999753,4.998830,4.998830,5.000629,4.999753,4.998830,4.998830,5.133356,4.445317,5.593541,5.593541,5.133356,4.445317,5.593541,5.593541,4.909850,4.674283,5.556879,5.556879,4.909850,4.674283,5.556879,5.556879,6.156246,6.079719,6.109800,6.109800,5.012758,3.617516,3.794067,3.794067,4.968415,4.859115,4.645083,4.681617,5.023404,5.087215,5.252651,5.349897,4.920043,4.663025,4.177515,6.064952,4.920043,4.663025,4.177515,6.064952,5.016773,5.013023,5.008096,5.017221,5.016773,5.013023,5.008096,5.017221,5.045231,5.107759,5.619554,5.653434,4.878186,4.674919,4.878186,4.674919,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.687500,4.687500,4.427083,4.947917,3.794720,3.942368,4.346298,4.873367,3.794720,3.942368,4.346298,4.873367,4.314772,4.355375,4.466456,4.611399,5.444615,5.491193,5.567413,5.720115,5.444615,5.491193,5.567413,5.720115,7.434060,7.684060,8.779601,9.898097,7.434060,7.684060,8.779601,9.898097,4.684287,4.684287,4.684287,4.684287,4.684287,4.684287,4.684287,4.684287,4.684287,4.684287,4.684287,4.684287,4.684287,4.684287,4.684287,4.684287
C000477,120,2,27,17,1,,4.221261,4.109633,3.980215,3.959264,4.221261,4.109633,3.980215,3.959264,4.766347,4.469725,4.070144,4.033781,4.766347,4.469725,4.070144,4.033781,4.985050,4.991063,4.997997,4.997997,4.985050,4.991063,4.997997,4.997997,5.163288,5.967630,5.608547,5.608547,5.163288,5.967630,5.608547,5.608547,4.879063,4.650175,4.029052,4.029052,4.879063,4.650175,4.029052,4.029052,3.387898,4.994094,4.997434,4.997434,4.983055,6.317671,5.746656,5.746656,4.935980,4.829028,4.629895,4.680944,5.055927,5.118708,5.277523,5.365836,4.889013,4.638623,4.161598,4.049746,4.889013,4.638623,4.161598,4.049746,4.983160,4.976966,5.006365,5.017221,4.983160,4.976966,5.006365,5.017221,5.009906,5.069550,5.565264,5.598256,6.114343,6.555493,6.114343,6.555493,5.208333,4.687500,4.166667,3.906250,5.208333,4.687500,4.166667,3.906250,6.510417,4.947917,7.031250,4.947917,3.410858,3.558506,3.962436,4.489504,3.410858,3.558506,3.962436,4.489504,4.103647,4.144250,4.255331,4.400275,4.520631,4.470411,4.388234,4.220950,4.520631,4.470411,4.388234,4.220950,3.359203,3.609203,4.702006,5.783907,3.359203,3.609203,4.702006,5.783907,3.906653,3.906653,3.906653,3.906653,3.906653,3.906653,3.906653,3.906653,3.906653,3.906653,3.906653,3.906653,3.906653,3.906653,3.906653,3.906653
C000478,120,3,28,17,1,,4.379491,4.230873,4.022826,3.965833,4.379491,4.230873,4.022826,3.965833,5.000125,4.648592,4.173757,4.100966,5.000125,4.648592,4.173757,4.100966,5.103377,5.057060,5.004322,5.004322,5.103377,5.057060,5.004322,5.004322,4.935948,3.701724,5.494572,5.494572,4.935948,3.701724,5.494572,5.494572,5.112893,4.833281,6.298689,6.298689,5.112893,4.833281,6.298689,6.298689,6.673841,3.480566,3.411233,3.411233,5.208655,6.110305,5.956340,5.956340,5.184069,5.064615,4.759976,4.688484,4.807582,4.875050,5.076562,5.230035,5.124691,4.823959,4.282493,6.000754,5.124691,4.823959,4.282493,6.000754,5.238452,5.250826,5.006365,5.017221,5.238452,5.250826,5.006365,5.017221,5.278205,5.359754,5.753809,5.739696,4.982701,4.663863,4.982701,4.663863,4.427083,4.166667,4.166667,3.906250,4.427083,4.166667,4.166667,3.906250,5.468750,4.947917,5.729167,4.947917,5.698649,5.846297,6.250226,6.777295,5.698649,5.846297,6.250226,6.777295,5.361932,5.402535,5.513616,5.658560,4.150647,4.061667,3.916064,3.620651,4.150647,4.061667,3.916064,3.620651,3.127609,3.377609,4.470256,5.550077,3.127609,3.377609,4.470256,5.550077,5.600667,5.600667,5.600667,5.600667,5.600667,5.600667,5.600667,5.600667,5.600667,5.600667,5.600667,5.600667,5.600667,5.600667,5.600667,5.600667
C000479,120,4,29,17,1,,4.755336,4.518855,4.124039,3.981436,4.755336,4.518855,4.124039,3.981436,5.555416,5.073456,4.419870,4.260552,5.555416,5.073456,4.419870,4.260552,5.384439,5.213821,5.019344,5.019344,5.384439,5.213821,5.019344,5.019344,4.395949,3.423022,5.223847,5.223847,4.395949,3.423022,5.223847,5.223847,5.668309,6.817370,6.565313,6.565313,5.668309,6.817370,6.565313,6.565313,7.291634,6.892720,6.848780,6.848780,5.744525,5.695809,5.609198,5.609198,5.789688,5.694702,5.254051,4.771104,4.205206,4.253116,4.469069,4.724631,5.684496,5.264189,6.178112,6.153485,5.684496,5.264189,6.178112,6.153485,5.844847,5.011642,6.121316,5.017221,5.844847,5.011642,6.121316,5.017221,5.915494,6.049076,5.753809,5.739696,3.331172,3.961092,3.331172,3.961092,4.166667,3.906250,3.906250,3.906250,4.166667,3.906250,3.906250,3.906250,4.687500,4.687500,4.687500,4.947917,4.113662,4.261310,4.665239,5.192308,4.113662,4.261310,4.665239,5.192308,4.490189,4.530792,4.641873,4.786817,3.900507,3.785322,3.596837,3.214799,3.900507,3.785322,3.596837,3.214799,7.205152,7.455152,8.550539,9.666980,7.205152,7.455152,8.550539,9.666980,3.607388,3.607388,3.607388,3.607388,3.607388,3.607388,3.607388,3.607388,3.607388,3.607388,3.607388,3.607388,3.607388,3.607388,3.607388,3.607388
C000480,121,1,30,17,1,,3.046561,3.209549,3.663875,3.910497,3.046561,3.209549,3.663875,3.910497,3.030790,3.141816,3.300922,3.534998,3.030790,3.141816,3.300922,3.534998,4.106592,4.501108,4.951044,4.951044,4.106592,4.501108,4.951044,4.951044,6.851052,6.336093,4.819826,4.819826,6.851052,6.336093,4.819826,4.819826,3.143117,3.290796,3.700403,3.700403,3.143117,3.290796,3.700403,3.700403,3.711078,4.534626,4.746982,4.746982,3.308200,3.414001,3.566576,3.566576,3.214421,3.510927,4.266585,4.675125,6.806466,6.637784,6.139972,5.758711,3.139348,3.262688,3.264077,3.192988,3.139348,3.262688,3.264077,3.192988,3.087877,2.943833,2.414992,5.017221,3.087877,2.943833,2.414992,5.017221,3.018063,2.915080,2.504091,2.487012,4.195166,4.569526,4.195166,4.569526,4.166667,4.166667,3.906250,3.906250,4.166667,4.166667,3.906250,3.906250,4.947917,4.947917,4.947917,4.947917,6.178500,6.326147,6.730077,7.257146,6.178500,6.326147,6.730077,7.257146,5.625850,5.666453,5.777534,5.922478,3.628777,3.485125,3.250058,2.773917,3.628777,3.485125,3.250058,2.773917,5.304440,5.554440,6.648551,7.747921,5.304440,5.554440,6.648551,7.747921,5.141974,5.141974,5.141974,5.141974,5.141974,5.141974,5.141974,5.141974,5.141974,5.141974,5.141974,5.141974,5.141974,5.141974,5.141974,5.141974
C000481,121,2,31,17,1,,3.714175,3.721092,3.843660,3.938213,3.714175,3.721092,3.843660,3.938213,4.017156,3.896503,3.738092,3.818470,4.017156,3.896503,3.738092,3.818470,4.605844,4.779563,4.977729,4.977729,4.605844,4.779563,4.977729,4.977729,5.891848,6.126685,5.973806,5.973806,5.891848,6.126685,5.973806,5.973806,4.129704,4.063369,3.887183,3.887183,4.129704,4.063369,3.887183,3.887183,5.710143,4.795754,4.889321,4.889321,4.260066,4.305498,4.364624,4.364624,4.167418,4.175790,4.386805,4.675521,5.831379,5.833437,5.760399,5.625168,4.133731,4.044670,3.774163,3.679907,4.133731,4.044670,3.774163,3.679907,4.165019,4.099319,3.863044,2.805144,4.165019,4.099319,3.863044,2.805144,4.150083,4.139525,4.243841,4.255219,5.805841,6.042715,5.805841,6.042715,4.166667,4.166667,3.906250,3.906250,4.166667,4.166667,3.906250,3.906250,4.947917,4.947917,4.947917,4.947917,5.894961,6.042609,6.446539,6.973607,5.894961,6.042609,6.446539,6.973607,5.469904,5.510507,5.621588,5.766532,4.551573,4.504595,4.427722,4.271154,4.551573,4.504595,4.427722,4.271154,3.609827,3.859827,4.952798,6.036950,3.609827,3.859827,4.952798,6.036950,4.708320,4.708320,4.708320,4.708320,4.708320,4.708320,4.708320,4.708320,4.708320,4.708320,4.708320,4.708320,4.708320,4.708320,4.708320,4.708320
C000482,121,3,32,17,1,,4.643914,4.433481,4.094033,3.976810,4.643914,4.433481,4.094033,3.976810,5.390796,4.947502,4.346908,4.213242,5.390796,4.947502,4.346908,4.213242,5.301116,5.167348,5.014891,5.014891,5.301116,5.167348,5.014891,5.014891,4.556036,5.835058,5.304105,5.304105,4.556036,5.835058,5.304105,5.304105,5.503652,5.139275,4.147299,4.147299,5.503652,5.139275,4.147299,4.147299,5.439153,5.159409,5.087546,5.087546,5.585662,5.547022,5.476008,5.476008,5.607716,5.496904,5.073368,4.728624,4.385638,4.444072,4.670760,4.907941,5.518537,5.133680,4.484524,4.358005,5.518537,5.133680,4.484524,4.358005,5.665077,5.708481,5.006365,5.017221,5.665077,5.708481,5.006365,5.017221,5.726565,5.844721,5.753809,5.739696,3.291943,3.349773,3.291943,3.349773,3.125000,3.385417,3.645833,3.906250,3.125000,3.385417,3.645833,3.906250,3.125000,2.864583,4.947917,4.947917,4.027181,4.174829,4.578758,5.105827,4.027181,4.174829,4.578758,5.105827,4.442625,4.483228,4.594309,4.739252,5.504958,5.557858,5.644422,5.818022,5.504958,5.557858,5.644422,5.818022,6.438890,6.688890,7.783762,8.893321,6.438890,6.688890,7.783762,8.893321,4.158414,4.158414,4.158414,4.158414,4.158414,4.158414,4.158414,4.158414,4.158414,4.158414,4.158414,4.158414,4.158414,4.158414,4.158414,4.158414
C000483,121,4,33,17,1,,4.512040,4.332435,4.058520,3.971336,4.512040,4.332435,4.058520,3.971336,5.195958,4.798428,4.260553,4.157247,5.195958,4.798428,4.260553,4.157247,5.202498,5.112344,5.009620,5.009620,5.202498,5.112344,5.009620,5.009620,4.745507,3.734993,3.679813,3.679813,4.745507,3.734993,3.679813,3.679813,5.308771,4.986668,6.260621,6.260621,5.308771,4.986668,6.260621,6.260621,5.296486,6.630043,6.624660,6.624660,5.397640,5.902901,6.255818,6.255818,5.395002,5.275013,4.899479,4.701909,4.597164,4.662830,4.885050,5.085902,5.322116,6.714564,4.383766,6.100761,5.322116,6.714564,4.383766,6.100761,5.452308,5.480237,5.593608,6.153408,5.452308,5.480237,5.593608,6.153408,5.502957,5.602856,5.753809,5.739696,3.690046,3.847653,3.690046,3.847653,3.385417,3.385417,3.645833,3.906250,3.385417,3.385417,3.645833,3.906250,3.385417,3.385417,2.864583,4.947917,4.235735,4.383383,4.787313,5.314381,4.235735,4.383383,4.787313,5.314381,4.557330,4.597933,4.709014,4.853957,4.297444,4.223843,4.103405,3.858829,4.297444,4.223843,4.103405,3.858829,5.857587,6.107587,7.202069,8.306407,5.857587,6.107587,7.202069,8.306407,4.275233,4.275233,4.275233,4.275233,4.275233,4.275233,4.275233,4.275233,4.275233,4.275233,4.275233,4.275233,4.275233,4.275233,4.275233,4.275233
C000484,122,1,34,17,1,,4.565493,4.373392,4.072915,3.973555,4.565493,4.373392,4.072915,3.973555,5.274932,4.858852,4.295555,4.179943,5.274932,4.858852,4.295555,4.179943,5.242471,5.134639,5.011756,5.011756,5.242471,5.134639,5.011756,5.011756,4.668709,3.885973,5.360593,5.360593,4.668709,3.885973,5.360593,5.360593,5.387762,5.048525,6.107141,6.107141,5.387762,5.048525,6.107141,6.107141,5.354313,3.725761,3.628206,3.628206,5.473851,6.100573,6.019363,6.019363,5.480876,5.363401,4.965287,4.710580,4.511689,4.575092,4.801206,5.018353,5.401732,6.742417,4.424606,6.039059,5.401732,6.742417,4.424606,6.039059,5.538550,5.011642,5.006365,6.377724,5.538550,5.011642,5.006365,6.377724,5.593592,5.700892,5.753809,5.739696,4.026954,4.512575,4.026954,4.512575,3.645833,3.645833,3.906250,3.906250,3.645833,3.645833,3.906250,3.906250,3.906250,4.947917,3.385417,4.947917,4.543483,4.691131,5.095061,5.622129,4.543483,4.691131,5.095061,5.622129,4.726591,4.767194,4.878275,5.023219,3.648135,3.506511,3.274763,2.805325,3.648135,3.506511,3.274763,2.805325,4.196842,4.446842,5.540208,6.629631,4.196842,4.446842,5.540208,6.629631,4.343404,4.343404,4.343404,4.343404,4.343404,4.343404,4.343404,4.343404,4.343404,4.343404,4.343404,4.343404,4.343404,4.343404,4.343404,4.343404
C000485,122,2,35,17,1,,4.629661,4.422560,4.090195,3.976219,4.629661,4.422560,4.090195,3.976219,5.369738,4.931390,4.337575,4.207190,5.369738,4.931390,4.337575,4.207190,5.290457,5.161403,5.014321,5.014321,5.290457,5.161403,5.014321,5.014321,4.576513,5.839529,5.314371,5.314371,4.576513,5.839529,5.314371,5.314371,5.482589,6.600025,4.143312,4.143312,5.482589,6.600025,4.143312,4.143312,5.423734,5.153834,5.084507,5.084507,5.565341,6.163376,6.220667,6.220667,5.584588,5.472296,5.052635,4.724770,4.408605,4.468089,4.695149,4.929074,5.497309,5.116986,4.473634,4.347609,5.497309,5.116986,4.473634,4.347609,5.642081,5.683813,5.848728,5.017221,5.642081,5.683813,5.848728,5.017221,5.702398,5.818581,5.753809,5.739696,4.230032,5.221871,4.230032,5.221871,4.166667,3.906250,3.906250,3.906250,4.166667,3.906250,3.906250,3.906250,4.947917,4.947917,4.687500,4.947917,3.277364,3.425011,3.828941,4.356010,3.277364,3.425011,3.828941,4.356010,4.030225,4.070828,4.181909,4.326853,5.419450,5.463392,5.535298,5.679285,5.419450,5.463392,5.535298,5.679285,4.911776,5.161776,6.255622,7.351466,4.911776,5.161776,6.255622,7.351466,2.290132,2.290132,2.290132,2.290132,2.290132,2.290132,2.290132,2.290132,2.290132,2.290132,2.290132,2.290132,2.290132,2.290132,2.290132,2.290132
C000486,122,3,0,18,1,,4.198678,4.092330,3.974134,3.958327,4.198678,4.092330,3.974134,3.958327,4.732983,4.444196,4.055356,4.024192,4.732983,4.444196,4.055356,4.024192,4.968162,4.981644,4.997095,4.997095,4.968162,4.981644,4.997095,4.997095,5.195734,5.974713,5.624814,5.624814,5.195734,5.974713,5.624814,5.624814,4.845691,4.624042,4.022734,4.022734,4.845691,4.624042,4.022734,4.022734,3.149563,4.985261,4.992619,4.992619,4.950857,4.052573,3.750002,3.750002,4.900898,4.796725,4.614030,4.680292,5.091120,5.152648,5.303969,5.382512,4.855377,4.612171,4.144344,4.033275,4.855377,4.612171,4.144344,4.033275,4.946724,4.937880,4.913927,5.017221,4.946724,4.937880,4.913927,5.017221,4.971614,5.028131,5.506415,5.538445,5.644312,5.616471,5.644312,5.616471,4.687500,4.427083,4.166667,3.906250,4.687500,4.427083,4.166667,3.906250,5.729167,5.729167,5.989583,4.947917,3.536169,3.683817,4.087747,4.614815,3.536169,3.683817,4.087747,4.614815,4.172568,4.213171,4.324252,4.469196,4.104594,4.010789,3.857291,3.545929,4.104594,4.010789,3.857291,3.545929,2.504766,2.754766,3.846995,4.921222,2.504766,2.754766,3.846995,4.921222,4.194065,4.194065,4.194065,4.194065,4.194065,4.194065,4.194065,4.194065,4.194065,4.194065,4.194065,4.194065,4.194065,4.194065,4.194065,4.194065
C000487,122,4,1,18,1,,4.275467,4.151168,3.994813,3.961514,4.275467,4.151168,3.994813,3.961514,4.846435,4.531001,4.105640,4.056797,4.846435,4.531001,4.105640,4.056797,5.025586,5.013672,5.000164,5.000164,5.025586,5.013672,5.000164,5.000164,5.085406,5.950627,5.569502,5.569502,5.085406,5.950627,5.569502,5.569502,4.959168,4.712903,4.044218,4.044218,4.959168,4.712903,4.044218,4.044218,5.040553,5.015296,5.008991,5.008991,5.060341,4.045752,4.126388,4.126388,5.020519,4.907891,4.670567,4.682861,4.971195,5.036397,5.211836,5.323207,4.969751,4.702115,6.083923,4.089281,4.969751,4.702115,6.083923,4.089281,5.070618,5.070785,5.006365,5.017221,5.070618,5.070785,5.006365,5.017221,5.101819,5.168968,5.706522,5.739696,3.657125,3.275530,3.657125,3.275530,4.427083,4.166667,4.166667,3.906250,4.427083,4.166667,4.166667,3.906250,5.468750,5.468750,4.947917,4.947917,3.792255,3.939903,4.343833,4.870901,3.792255,3.939903,4.343833,4.870901,4.313416,4.354019,4.465100,4.610043,4.960579,4.956449,4.949691,4.934766,4.960579,4.956449,4.949691,4.934766,4.082749,4.332749,5.426038,6.514437,4.082749,4.332749,5.426038,6.514437,4.463914,4.463914,4.463914,4.463914,4.463914,4.463914,4.463914,4.463914,4.463914,4.463914,4.463914,4.463914,4.463914,4.463914,4.463914,4.463914
C000488,123,1,2,18,1,,3.292336,3.397869,3.730061,3.920700,3.292336,3.397869,3.730061,3.920700,3.393911,3.419646,3.461862,3.639356,3.393911,3.419646,3.461862,3.639356,4.290387,4.603618,4.960868,4.960868,4.290387,4.603618,4.960868,4.960868,6.497931,4.728972,6.277661,6.277661,6.497931,4.728972,6.277661,6.277661,3.506319,3.575211,5.305472,5.305472,3.506319,3.575211,5.305472,5.305472,3.976966,5.718365,5.917724,5.917724,3.658620,3.742197,3.860369,3.860369,3.557718,3.733264,4.296080,4.675157,6.453414,6.358275,6.025573,5.725321,3.505420,3.550567,6.123274,6.040655,3.505420,3.550567,6.123274,6.040655,3.484416,3.369213,5.006365,5.017221,3.484416,3.369213,5.006365,5.017221,3.434804,3.365847,3.144562,3.137959,6.011256,6.547190,6.011256,6.547190,4.166667,3.906250,3.906250,3.906250,4.166667,3.906250,3.906250,3.906250,4.947917,4.687500,4.947917,4.947917,6.589863,6.737510,7.141440,7.668509,6.589863,6.737510,7.141440,7.668509,5.852100,5.892703,6.003784,6.148727,5.360438,5.398198,5.459988,5.583538,5.360438,5.398198,5.459988,5.583538,3.932707,4.182707,5.275895,6.362946,3.932707,4.182707,5.275895,6.362946,5.669246,5.669246,5.669246,5.669246,5.669246,5.669246,5.669246,5.669246,5.669246,5.669246,5.669246,5.669246,5.669246,5.669246,5.669246,5.669246
C000489,123,2,3,18,1,,2.585072,2.855945,3.539599,3.891338,2.585072,2.855945,3.539599,3.891338,2.348965,2.620138,2.998728,3.339048,2.348965,2.620138,2.998728,3.339048,3.761485,4.308626,4.932599,4.932599,3.761485,4.308626,4.932599,4.932599,6.265736,6.480846,6.787112,6.787112,6.265736,6.480846,6.787112,6.787112,2.461139,2.756755,3.571290,3.571290,2.461139,2.756755,3.571290,3.571290,3.211822,4.354121,4.648590,4.648590,2.650222,2.797754,3.014925,3.014925,2.592653,3.153268,4.235721,4.675113,7.451304,7.115361,6.297643,5.794497,2.451980,6.681836,6.204766,2.856405,2.451980,6.681836,6.204766,2.856405,2.343303,2.145103,1.414025,0.010000,2.343303,2.145103,1.414025,0.010000,2.235554,2.068682,1.301489,1.264739,4.562688,4.107559,4.562688,4.107559,4.166667,3.906250,3.906250,3.906250,4.166667,3.906250,3.906250,3.906250,4.947917,4.947917,4.687500,4.427083,4.974737,5.122385,5.526315,6.053383,4.974737,5.122385,5.526315,6.053383,4.963781,5.004384,5.115465,5.260408,4.034049,3.932854,3.767262,3.431470,4.034049,3.932854,3.767262,3.431470,5.004212,5.254211,6.348120,7.444794,5.004212,5.254211,6.348120,7.444794,2.777846,2.777846,2.777846,2.777846,2.777846,2.777846,2.777846,2.777846,2.777846,2.777846,2.777846,2.777846,2.777846,2.777846,2.777846,2.777846
C000490,123,3,4,18,1,,5.090710,4.775827,4.214353,3.995359,5.090710,4.775827,4.214353,3.995359,6.050914,5.452571,4.639481,4.402953,6.050914,5.452571,4.639481,4.402953,5.635236,5.353702,5.032749,5.032749,5.635236,5.353702,5.032749,5.032749,3.914096,4.111959,4.982273,4.982273,3.914096,4.111959,4.982273,4.982273,6.163917,5.656314,5.861751,5.861751,6.163917,5.656314,5.861751,5.861751,5.922513,6.459395,6.339830,6.339830,6.222692,6.143650,6.010095,6.010095,6.350087,6.352209,6.059752,5.232449,3.652517,3.642690,3.726243,3.921043,6.184021,5.657016,4.825895,6.022580,6.184021,5.657016,4.825895,6.022580,6.385946,6.481782,5.006365,8.581817,6.385946,6.481782,5.006365,8.581817,6.484161,6.356603,5.753809,5.739696,5.562545,4.773496,5.562545,4.773496,3.385417,3.645833,3.906250,3.906250,3.385417,3.645833,3.906250,3.906250,3.645833,3.645833,4.947917,4.947917,4.173899,4.321547,4.725477,5.252545,4.173899,4.321547,4.725477,5.252545,4.523320,4.563923,4.675004,4.819947,3.428527,3.263896,2.994501,2.449011,3.428527,3.263896,2.994501,2.449011,6.311276,6.561276,7.656063,8.764476,6.311276,6.561276,7.656063,8.764476,3.619816,3.619816,3.619816,3.619816,3.619816,3.619816,3.619816,3.619816,3.619816,3.619816,3.619816,3.619816,3.619816,3.619816,3.619816,3.619816
