item,case,level,level_ko,desc,blind_by_design,fp_by_design,current_focus,blind_spot,over_detect,cpk_ratio_pct,stdev_delta_pct,ks_d,meanshift_sigma,median_shift,iqr_delta_pct,p_mean,p_stdev,before_avg,before_stdev,before_cpk,after_avg,after_stdev,after_cpk
DISC_GRAIN_02_L3,DISC_GRAIN,3,L3 확실히 다름,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,0,1,0,97.3,2.78922,0.1556,0.0024,0.1667,-33.333376,0.957794,0.28597,5.0044,1.0462251863481018,1.592,5.0019,1.075406705230433,1.549
DISC_GRAIN_02_L4,DISC_GRAIN,4,L4 누가 봐도 완전히 다름,"이산 격자가 굵어짐 (해상도 저하, μ·σ 동일)",1,0,1,0,0,85.96,15.647431,0.3221,0.0309,0.6,59.999892,0.52071,6.5e-05,4.9995,1.0447093669979735,1.595,5.0318,1.208179541300724,1.371
DISC_TO_CONT_01_L1,DISC_TO_CONT,1,L1 차이 거의 없음,이산 → 연속 (계측 방식 변경),1,0,0,0,0,100.06,-0.02713,0.0654,0.0006,0.0295,-13.491008,0.98968,0.659634,5.0006,1.0419493569871425,1.599,5.0,1.0416666741875442,1.6
DISC_TO_CONT_01_L2,DISC_TO_CONT,2,L2 자세히 보면 다름,이산 → 연속 (계측 방식 변경),1,0,0,0,0,100.82,-0.833215,0.1021,0.0003,0.1276,-10.04032,0.994861,0.835654,5.0003,1.0504189161615116,1.587,5.0,1.0416666669240293,1.6
DISC_TO_CONT_01_L3,DISC_TO_CONT,3,L3 확실히 다름,이산 → 연속 (계측 방식 변경),1,0,0,1,0,103.56,-3.397909,0.1873,0.0011,0.1945,40.444442,0.979719,0.502477,4.9988,1.0783065311181066,1.545,5.0,1.0416666586706647,1.6
DISC_TO_CONT_01_L4,DISC_TO_CONT,4,L4 누가 봐도 완전히 다름,이산 → 연속 (계측 방식 변경),1,0,0,1,0,117.3,-14.482786,0.3627,0.0129,0.4048,-30.902933,0.755713,0.001147,4.9843,1.2180783579914534,1.364,5.0,1.0416666734864946,1.6
DISC_BIMODAL_01_L1,DISC_BIMODAL,1,L1 차이 거의 없음,이산 정규 → 이산 쌍봉,1,0,0,0,0,100.25,-0.206753,0.0139,0.002,0.0,0.0,0.964339,0.753579,5.0065,1.0559692272888137,1.576,5.0044,1.0537859778059264,1.58
DISC_BIMODAL_01_L2,DISC_BIMODAL,2,L2 자세히 보면 다름,이산 정규 → 이산 쌍봉,1,0,0,0,0,99.69,0.104536,0.0416,0.0123,0.0,0.0,0.782468,0.09038,4.9982,1.0487252400900204,1.589,5.0111,1.0498215386595595,1.584
DISC_BIMODAL_01_L3,DISC_BIMODAL,3,L3 확실히 다름,이산 정규 → 이산 쌍봉,1,0,0,1,0,101.27,-1.265487,0.1447,0.0015,0.0,0.0,0.972736,2e-06,5.0008,1.0580512010312455,1.575,5.0024,1.0446617001886462,1.595
DISC_BIMODAL_01_L4,DISC_BIMODAL,4,L4 누가 봐도 완전히 다름,이산 정규 → 이산 쌍봉,1,0,0,1,0,100.45,-0.554497,0.1972,0.0053,0.3333,33.333312,0.905522,0.0,5.0019,1.062567664902065,1.568,5.0075,1.0566757542158143,1.575
DISC_BIMODAL_02_L1,DISC_BIMODAL,1,L1 차이 거의 없음,이산 정규 → 이산 쌍봉,1,0,0,0,0,100.0,-0.105587,0.0139,0.0064,0.0,0.0,0.886373,0.657891,4.9988,1.0535647413515266,1.582,5.0055,1.0524523156278527,1.582
DISC_BIMODAL_02_L2,DISC_BIMODAL,2,L2 자세히 보면 다름,이산 정규 → 이산 쌍봉,1,0,0,0,0,100.19,-0.148114,0.0268,0.0088,0.0,0.0,0.843359,0.47789,5.006,1.0577801867102907,1.574,4.9967,1.0562134643789909,1.577
DISC_BIMODAL_02_L3,DISC_BIMODAL,3,L3 확실히 다름,이산 정규 → 이산 쌍봉,1,0,0,1,0,100.95,-0.922061,0.1298,0.0083,0.0,0.0,0.851902,3e-06,4.9957,1.0514086970370842,1.584,5.0044,1.0417140684678785,1.599
DISC_BIMODAL_02_L4,DISC_BIMODAL,4,L4 누가 봐도 완전히 다름,이산 정규 → 이산 쌍봉,1,0,0,1,0,99.24,0.543374,0.2101,0.0107,0.3333,33.333312,0.810555,0.0,4.9998,1.0558108663076005,1.579,5.0111,1.0615478703217258,1.567
DISC_LEVELSHIFT_01_L1,DISC_LEVELSHIFT,1,L1 차이 거의 없음,이산값 계단 하나만큼 평행 이동,0,0,0,0,0,89.84,-0.232964,0.1853,0.507,0.0,9.6e-05,0.0,0.903793,4.9802,1.095360198585363,1.516,5.5356,1.0928084018808486,1.362
DISC_LEVELSHIFT_01_L2,DISC_LEVELSHIFT,2,L2 자세히 보면 다름,이산값 계단 하나만큼 평행 이동,0,0,1,0,1,79.68,-0.667012,0.3726,0.9512,1.0,100.000192,0.0,0.999994,5.0132,1.0929020265987948,1.521,6.0528,1.0856122376116477,1.212
DISC_LEVELSHIFT_01_L3,DISC_LEVELSHIFT,3,L3 확실히 다름,이산값 계단 하나만큼 평행 이동,0,0,1,0,0,68.12,1.166203,0.5451,1.4347,1.0,9.6e-05,0.0,0.343862,5.0091,1.0822548485665513,1.537,6.5618,1.0948761378978562,1.047
DISC_LEVELSHIFT_01_L4,DISC_LEVELSHIFT,4,L4 누가 봐도 완전히 다름,이산값 계단 하나만큼 평행 이동,0,0,1,0,0,57.47,1.519779,0.668,1.944,2.0,9.6e-05,0.0,0.912893,4.9973,1.0735555072345822,1.552,7.0843,1.089871173482431,0.892
DISC_SPARSE_01_L1,DISC_SPARSE,1,L1 차이 거의 없음,이산 + 한 계단에 몰림 (수준 편중),1,0,0,0,0,99.59,0.542038,0.005,0.0055,0.0,0.0,0.901769,0.874875,5.0189,1.1250702771624184,1.476,5.0127,1.1311685866331789,1.47
DISC_SPARSE_01_L2,DISC_SPARSE,2,L2 자세히 보면 다름,이산 + 한 계단에 몰림 (수준 편중),1,0,0,0,0,100.07,-0.715666,0.0595,0.0565,0.0,0.0,0.202925,0.030674,5.0158,1.123825712303748,1.478,4.9523,1.1157828792478819,1.479
DISC_SPARSE_01_L3,DISC_SPARSE,3,L3 확실히 다름,이산 + 한 계단에 몰림 (수준 편중),1,0,0,1,0,99.93,-1.172329,0.0852,0.0776,0.0,0.0,0.079574,0.002777,5.0142,1.1360642332262312,1.463,4.926,1.122745821493662,1.462
DISC_SPARSE_01_L4,DISC_SPARSE,4,L4 누가 봐도 완전히 다름,이산 + 한 계단에 몰림 (수준 편중),1,0,0,1,0,98.98,-2.905721,0.1407,0.1739,0.0,-100.0,7.6e-05,0.0,5.0003,1.130383145670831,1.474,4.8037,1.0975373684097267,1.459
POS_SEPARATE_01_L1,POS_SEPARATE,1,L1 차이 거의 없음,완전 분리 방향으로 서로 멀어짐,0,0,0,0,0,100.0,3e-06,0.9029,3.2727,2.4321,1.650692,0.0,0.663591,4.0625,0.5729166567909366,2.364,5.9375,0.5729166736607357,2.364
POS_SEPARATE_01_L2,POS_SEPARATE,2,L2 자세히 보면 다름,완전 분리 방향으로 서로 멀어짐,0,0,0,0,0,100.0,-5e-06,1.0,6.5455,4.9582,-0.376632,0.0,0.968232,3.125,0.5729166890411119,1.818,6.875,0.5729166623756933,1.818
POS_SEPARATE_01_L3,POS_SEPARATE,3,L3 확실히 다름,완전 분리 방향으로 서로 멀어짐,0,0,1,0,0,100.0,1e-06,1.0,9.8182,7.6793,2.458686,0.0,0.920391,2.1875,0.5729166702008673,1.273,7.8125,0.5729166761942076,1.273
POS_SEPARATE_01_L4,POS_SEPARATE,4,L4 누가 봐도 완전히 다름,완전 분리 방향으로 서로 멀어짐,0,0,1,0,0,99.59,0.289442,1.0,13.2673,9.1615,-3.411699,0.0,0.665083,1.2532,0.564856598279243,0.74,8.7473,0.5664915287082193,0.737
POS_SEPARATE_02_L1,POS_SEPARATE,1,L1 차이 거의 없음,완전 분리 방향으로 서로 멀어짐,0,0,0,0,0,100.0,3e-06,0.9158,3.2727,2.421,-2.426522,0.0,0.699327,4.0625,0.5729166595058371,2.364,5.9375,0.5729166785467773,2.364
POS_SEPARATE_02_L2,POS_SEPARATE,2,L2 자세히 보면 다름,완전 분리 방향으로 서로 멀어짐,0,0,0,0,0,100.0,-1e-06,0.999,6.5455,5.2066,9.175206,0.0,0.686154,3.125,0.5729166773959633,1.818,6.875,0.5729166720650016,1.818
POS_SEPARATE_02_L3,POS_SEPARATE,3,L3 확실히 다름,완전 분리 방향으로 서로 멀어짐,0,0,1,0,0,100.0,4e-06,1.0,9.8182,7.5739,4.722224,0.0,0.490303,2.1875,0.572916660169657,1.273,7.8125,0.5729166818134387,1.273
POS_SEPARATE_02_L4,POS_SEPARATE,4,L4 누가 봐도 완전히 다름,완전 분리 방향으로 서로 멀어짐,0,0,1,0,0,99.2,0.707145,1.0,13.4075,9.9401,5.43862,0.0,0.477846,1.2553,0.5586869236131995,0.749,8.7459,0.5626376485223454,0.743
POS_OVERLAP_SAME_01_L1,POS_OVERLAP_SAME,1,L1 차이 거의 없음,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,0,0,0,100.0,1e-06,0.0337,0.0,0.0265,11.236096,1.0,0.403184,5.0,1.0416666725500663,1.6,5.0,1.0416666779926593,1.6
POS_OVERLAP_SAME_01_L2,POS_OVERLAP_SAME,2,L2 자세히 보면 다름,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,0,0,0,100.0,1e-06,0.0307,0.0,0.0002,-5.151601,1.0,0.758915,5.0,1.0416666585922825,1.6,5.0,1.041666667993217,1.6
POS_OVERLAP_SAME_02_L1,POS_OVERLAP_SAME,1,L1 차이 거의 없음,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,0,0,0,100.0,-1e-06,0.0287,0.0,0.003,-0.743664,1.0,0.699849,5.0,1.0416666683161733,1.6,5.0,1.0416666556946486,1.6
POS_OVERLAP_SAME_02_L2,POS_OVERLAP_SAME,2,L2 자세히 보면 다름,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,0,0,0,100.0,0.0,0.0188,0.0,0.0064,-4.099257,1.0,0.847567,5.0,1.041666669411911,1.6,5.0,1.0416666742261087,1.6
POS_OVERLAP_SAME_03_L1,POS_OVERLAP_SAME,1,L1 차이 거의 없음,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,0,0,0,100.0,-1e-06,0.0278,0.0,0.0017,2.934509,1.0,0.687894,5.0,1.0416666747522099,1.6,5.0,1.0416666659903908,1.6
POS_OVERLAP_SAME_03_L2,POS_OVERLAP_SAME,2,L2 자세히 보면 다름,완전히 겹침 (대조군 — 차이 없음이 정답),0,0,0,0,0,100.0,1e-06,0.0307,0.0,0.0305,-0.162478,1.0,0.879348,5.0,1.041666670605199,1.6,5.0,1.041666681433279,1.6
POS_SHIFT_SMALL_01_L1,POS_SHIFT_SMALL,1,L1 차이 거의 없음,평균만 shift (σ 동일),0,0,0,0,0,98.31,1e-06,0.0496,0.08,0.0765,-2.210908,0.072618,0.614633,5.0,1.0416666659224185,1.6,5.0833,1.0416666755542632,1.573
POS_SHIFT_SMALL_01_L2,POS_SHIFT_SMALL,2,L2 자세히 보면 다름,평균만 shift (σ 동일),0,0,0,0,0,94.81,1e-06,0.1001,0.25,0.1732,6.841408,0.0,0.775935,5.0,1.0416666676527067,1.6,5.2604,1.0416666730335369,1.517
POS_SHIFT_SMALL_01_L3,POS_SHIFT_SMALL,3,L3 확실히 다름,평균만 shift (σ 동일),0,0,0,1,0,87.5,-2e-06,0.2488,0.6,0.3933,2.020974,0.0,0.663482,5.0,1.04166669346942,1.6,5.625,1.0416666698150447,1.4
POS_SHIFT_SMALL_01_L4,POS_SHIFT_SMALL,4,L4 누가 봐도 완전히 다름,평균만 shift (σ 동일),0,0,1,0,0,75.0,-0.0,0.4529,1.2,0.8753,1.383544,0.0,0.988466,5.0,1.041666675820894,1.6,6.25,1.0416666736239126,1.2
POS_SHIFT_SMALL_02_L1,POS_SHIFT_SMALL,1,L1 차이 거의 없음,평균만 shift (σ 동일),0,0,0,0,0,98.31,2e-06,0.0396,0.08,0.0459,1.258463,0.072618,0.754738,5.0,1.0416666523067504,1.6,5.0833,1.0416666783130102,1.573
POS_SHIFT_SMALL_02_L2,POS_SHIFT_SMALL,2,L2 자세히 보면 다름,평균만 shift (σ 동일),0,0,0,0,0,94.81,1e-06,0.116,0.25,0.2138,1.740076,0.0,0.811326,5.0,1.0416666525139229,1.6,5.2604,1.0416666628822757,1.517
POS_SHIFT_SMALL_02_L3,POS_SHIFT_SMALL,3,L3 확실히 다름,평균만 shift (σ 동일),0,0,0,1,0,87.5,2e-06,0.2478,0.6,0.4611,3.946862,0.0,0.866184,5.0,1.0416666474907823,1.6,5.625,1.041666665712309,1.4
POS_SHIFT_SMALL_02_L4,POS_SHIFT_SMALL,4,L4 누가 봐도 완전히 다름,평균만 shift (σ 동일),0,0,1,0,0,75.0,-1e-06,0.4648,1.2,0.9163,6.485879,0.0,0.852187,5.0,1.041666657966652,1.6,6.25,1.0416666473007228,1.2
SD_UP_01_L1,SD_UP,1,L1 차이 거의 없음,산포만 커짐,0,0,0,0,0,96.12,4.000001,0.0297,0.0,0.0109,5.292499,1.0,0.155906,5.0,1.0416666526403384,1.6,5.0,1.083333332898629,1.538
SD_UP_01_L2,SD_UP,2,L2 자세히 보면 다름,산포만 커짐,0,0,1,0,1,86.19,15.999999,0.0416,0.0,0.0241,13.160119,1.0,4.7e-05,5.0,1.0416666729038992,1.6,5.0,1.2083333294858325,1.379
SD_UP_01_L3,SD_UP,3,L3 확실히 다름,산포만 커짐,0,0,1,0,0,69.25,44.286383,0.1209,0.0018,0.0538,59.019647,0.973675,0.0,5.0,1.0416666661433542,1.6,4.9981,1.5029831546819818,1.108
SD_UP_01_L4,SD_UP,4,L4 누가 봐도 완전히 다름,산포만 커짐,0,0,1,0,0,51.06,95.628551,0.1705,0.0039,0.0065,118.453851,0.954627,0.0,5.0,1.0416666669251058,1.6,4.9959,2.037797411727777,0.817
SD_UP_02_L1,SD_UP,1,L1 차이 거의 없음,산포만 커짐,0,0,0,0,0,96.12,4.0,0.0337,0.0,0.0481,8.871425,1.0,0.170721,5.0,1.0416666655371887,1.6,5.0,1.0833333356627206,1.538
SD_UP_02_L2,SD_UP,2,L2 자세히 보면 다름,산포만 커짐,0,0,1,0,1,86.19,15.985969,0.0505,0.0,0.0236,18.37355,1.0,3e-05,5.0,1.0416666658330231,1.6,5.0,1.2081871742079713,1.379
SD_UP_02_L3,SD_UP,3,L3 확실히 다름,산포만 커짐,0,0,1,0,0,68.94,44.999999,0.1021,0.0,0.0092,53.563116,1.0,0.0,5.0,1.0416666732650954,1.6,5.0,1.5104166698068702,1.103
SD_UP_02_L4,SD_UP,4,L4 누가 봐도 완전히 다름,산포만 커짐,0,0,1,0,0,50.56,97.626559,0.1873,0.0012,0.0398,105.011001,0.986821,0.0,5.0,1.0416666730256428,1.6,5.0012,2.0586100025049907,0.809
SD_UP_MEAN_DOWN_01_L1,SD_UP_MEAN_DOWN,1,L1 차이 거의 없음,평균 이동 + 산포 확대 동시,0,0,0,0,0,93.25,5.000001,0.0456,0.1,0.0364,-3.735434,0.028539,0.397269,5.0,1.0416666719560048,1.6,4.8958,1.0937500153193893,1.492
SD_UP_MEAN_DOWN_01_L2,SD_UP_MEAN_DOWN,2,L2 자세히 보면 다름,평균 이동 + 산포 확대 동시,0,0,1,0,1,79.44,18.000001,0.1229,0.3,0.2205,14.452971,0.0,1.1e-05,5.0,1.0416666486616013,1.6,4.6875,1.2291666547971087,1.271
SD_UP_MEAN_DOWN_01_L3,SD_UP_MEAN_DOWN,3,L3 확실히 다름,평균 이동 + 산포 확대 동시,0,0,1,0,0,57.25,49.263806,0.2587,0.6977,0.5001,43.5287,0.0,0.0,5.0,1.0416666626552122,1.6,4.2732,1.5548313098089113,0.916
SD_UP_MEAN_DOWN_01_L4,SD_UP_MEAN_DOWN,4,L4 누가 봐도 완전히 다름,평균 이동 + 산포 확대 동시,0,0,1,0,0,37.94,100.086128,0.3875,1.158,0.9501,110.703712,0.0,0.0,5.0,1.0416666646436,1.6,3.7937,2.08423049346412,0.607
MIX_TAIL_VS_BIMODAL_01_L1,MIX_TAIL_VS_BIMODAL,1,L1 차이 거의 없음,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,0,0,0,100.0,1e-06,0.0238,0.0,0.0223,-0.791771,1.0,0.986789,5.0,1.0416666679560018,1.6,5.0,1.0416666783308575,1.6
MIX_TAIL_VS_BIMODAL_01_L2,MIX_TAIL_VS_BIMODAL,2,L2 자세히 보면 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,0,0,0,100.0,1e-06,0.0416,0.0,0.0404,12.483127,1.0,0.388823,5.0,1.0416666543530455,1.6,5.0,1.04166666632142,1.6
MIX_TAIL_VS_BIMODAL_01_L3,MIX_TAIL_VS_BIMODAL,3,L3 확실히 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,0,1,0,100.0,-0.0,0.1734,0.0,0.0599,53.967754,1.0,0.0,5.0,1.0416666633686533,1.6,5.0,1.0416666600375237,1.6
MIX_TAIL_VS_BIMODAL_01_L4,MIX_TAIL_VS_BIMODAL,4,L4 누가 봐도 완전히 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,0,1,0,100.0,1e-06,0.3201,0.0,0.7218,97.930554,1.0,0.0,5.0,1.0416666713324718,1.6,5.0,1.041666676749808,1.6
MIX_TAIL_VS_BIMODAL_02_L1,MIX_TAIL_VS_BIMODAL,1,L1 차이 거의 없음,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,0,0,0,100.0,-1e-06,0.0327,0.0,0.0136,-9.516326,1.0,0.368819,5.0,1.0416666648185042,1.6,5.0,1.0416666494820799,1.6
MIX_TAIL_VS_BIMODAL_02_L2,MIX_TAIL_VS_BIMODAL,2,L2 자세히 보면 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,0,0,0,100.0,-2e-06,0.0456,0.0,0.0632,12.424413,1.0,0.147576,5.0,1.041666669167432,1.6,5.0,1.0416666508877883,1.6
MIX_TAIL_VS_BIMODAL_02_L3,MIX_TAIL_VS_BIMODAL,3,L3 확실히 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,0,1,0,100.0,0.0,0.1804,0.0,0.0339,59.459027,1.0,0.0,5.0,1.0416666624294786,1.6,5.0,1.0416666624585191,1.6
MIX_TAIL_VS_BIMODAL_02_L4,MIX_TAIL_VS_BIMODAL,4,L4 누가 봐도 완전히 다름,"꼬리형 → 쌍봉형 (둘 다 비정규, 방식이 다름)",1,0,0,1,0,100.0,-1e-06,0.3261,0.0,0.7359,91.504847,1.0,0.0,5.0,1.0416666669686039,1.6,5.0,1.0416666575768785,1.6
MIX_UNIFORM_VS_SPIKE_01_L1,MIX_UNIFORM_VS_SPIKE,1,L1 차이 거의 없음,균등 → 스파이크 (양극단 모양),1,0,0,0,0,100.0,1e-06,0.0476,0.0,0.0303,-0.791647,1.0,0.550137,5.0,1.0416666561647028,1.6,5.0,1.04166666946496,1.6
MIX_UNIFORM_VS_SPIKE_01_L2,MIX_UNIFORM_VS_SPIKE,2,L2 자세히 보면 다름,균등 → 스파이크 (양극단 모양),1,0,0,0,0,100.0,1e-06,0.0902,0.0,0.0473,-25.960299,1.0,0.000175,5.0,1.041666651179831,1.6,5.0,1.0416666580345004,1.6
MIX_UNIFORM_VS_SPIKE_01_L3,MIX_UNIFORM_VS_SPIKE,3,L3 확실히 다름,균등 → 스파이크 (양극단 모양),1,0,0,1,0,100.0,-2e-06,0.1566,0.0,0.0254,-47.958176,1.0,0.0,5.0,1.041666667084754,1.6,5.0,1.0416666489290587,1.6
MIX_UNIFORM_VS_SPIKE_01_L4,MIX_UNIFORM_VS_SPIKE,4,L4 누가 봐도 완전히 다름,균등 → 스파이크 (양극단 모양),1,0,0,1,0,100.0,-1e-06,0.2626,0.0,0.0289,-98.11774,1.0,0.0,5.0,1.0416666692696108,1.6,5.0,1.0416666606650054,1.6
MIX_OUTLIER_VS_TAIL_01_L1,MIX_OUTLIER_VS_TAIL,1,L1 차이 거의 없음,"이탈 무리 → 연속 꼬리 (같은 σ, 다른 위험)",1,0,0,0,0,100.0,-1e-06,0.0307,0.0,0.0439,-3.535775,1.0,0.865365,5.0,1.0416666814307975,1.6,5.0,1.041666673368754,1.6
MIX_OUTLIER_VS_TAIL_01_L2,MIX_OUTLIER_VS_TAIL,2,L2 자세히 보면 다름,"이탈 무리 → 연속 꼬리 (같은 σ, 다른 위험)",1,0,0,0,0,100.0,-0.0,0.0198,0.0,0.0099,-3.346585,1.0,0.771655,5.0,1.0416666674190656,1.6,5.0,1.0416666650545676,1.6
MIX_OUTLIER_VS_TAIL_01_L3,MIX_OUTLIER_VS_TAIL,3,L3 확실히 다름,"이탈 무리 → 연속 꼬리 (같은 σ, 다른 위험)",1,0,0,1,0,100.0,1e-06,0.0317,0.0,0.0049,-2.847431,1.0,0.69047,5.0,1.0416666636124685,1.6,5.0,1.0416666752200823,1.6
MIX_OUTLIER_VS_TAIL_01_L4,MIX_OUTLIER_VS_TAIL,4,L4 누가 봐도 완전히 다름,"이탈 무리 → 연속 꼬리 (같은 σ, 다른 위험)",1,0,0,1,0,100.0,2e-06,0.0515,0.0,0.0043,10.593921,1.0,0.287638,5.0,1.041666655898106,1.6,5.0,1.0416666729119857,1.6
CPK_LOW_01_L1,CPK_LOW,1,L1 차이 거의 없음,평균 이동으로 Cpk 하락,0,0,0,0,0,93.75,1e-06,0.1497,0.3,0.2448,-3.717103,0.0,0.985443,5.0,1.041666664856901,1.6,5.3125,1.041666677125621,1.5
CPK_LOW_01_L2,CPK_LOW,2,L2 자세히 보면 다름,평균 이동으로 Cpk 하락,0,0,0,0,0,84.38,-1e-06,0.2983,0.75,0.5673,-1.460206,0.0,0.72471,5.0,1.0416666681964681,1.6,5.7812,1.0416666620740604,1.35
CPK_LOW_01_L3,CPK_LOW,3,L3 확실히 다름,평균 이동으로 Cpk 하락,0,0,1,0,0,68.75,-1e-06,0.559,1.5,1.06,-3.036503,0.0,0.733972,5.0,1.0416666713725171,1.6,6.5625,1.0416666604220433,1.1
CPK_LOW_01_L4,CPK_LOW,4,L4 누가 봐도 완전히 다름,평균 이동으로 Cpk 하락,0,0,1,0,0,45.06,-2.432551,0.8176,2.6902,2.0273,0.245368,0.0,0.582553,5.0,1.0416666668666044,1.6,7.8023,1.0163275921796169,0.721
FP_LOWCPK_NOCHANGE_01_L1,FP_LOWCPK_NOCHANGE,1,L1 차이 거의 없음,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1,0,1,99.45,-0.072013,0.0248,0.0198,0.0113,-1.661473,0.656837,0.934447,6.5625,1.041666659025318,1.1,6.5831,1.0409165234094209,1.094
FP_LOWCPK_NOCHANGE_01_L2,FP_LOWCPK_NOCHANGE,2,L2 자세히 보면 다름,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1,0,1,98.82,-2e-06,0.0317,0.04,0.0438,4.696708,0.368674,0.760515,6.5625,1.0416666913052088,1.1,6.6042,1.0416666653519502,1.087
FP_LOWCPK_NOCHANGE_02_L1,FP_LOWCPK_NOCHANGE,1,L1 차이 거의 없음,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1,0,1,99.36,1e-06,0.0367,0.02,0.0141,0.57864,0.653839,0.645244,6.5625,1.0416666462983317,1.1,6.5833,1.041666655725309,1.093
FP_LOWCPK_NOCHANGE_02_L2,FP_LOWCPK_NOCHANGE,2,L2 자세히 보면 다름,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1,0,1,98.82,0.016077,0.0258,0.0401,0.0164,3.978083,0.367488,0.794321,6.5624,1.041499205186786,1.1,6.6042,1.0416666518468436,1.087
FP_LOWCPK_NOCHANGE_03_L1,FP_LOWCPK_NOCHANGE,1,L1 차이 거의 없음,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1,0,1,99.64,-0.243632,0.0357,0.0193,0.0432,-1.594395,0.66438,0.656181,6.5625,1.0416666687906904,1.1,6.5826,1.0391288320708651,1.096
FP_LOWCPK_NOCHANGE_03_L2,FP_LOWCPK_NOCHANGE,2,L2 자세히 보면 다름,[과검출] 원래 Cpk 낮음 + 변화 없음 (유의성 게이트 부재),0,1,1,0,1,98.82,-0.0,0.0327,0.04,0.0412,-0.716497,0.368674,0.939347,6.5625,1.04166665820175,1.1,6.6042,1.0416666543213289,1.087
FP_LOWCPK_IMPROVED_01_L1,FP_LOWCPK_IMPROVED,1,L1 차이 거의 없음,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1,0,1,119.47,0.357781,0.2101,0.4508,0.3676,-2.251382,0.0,0.881503,7.654,1.0362388500823452,0.755,7.1869,1.039946315455901,0.902
FP_LOWCPK_IMPROVED_01_L2,FP_LOWCPK_IMPROVED,2,L2 자세히 보면 다름,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1,0,1,137.8,1.335433,0.3459,0.9071,0.6519,0.013955,0.0,0.911417,7.6509,1.027637707480411,0.762,6.7187,1.0413611160642628,1.05
FP_LOWCPK_IMPROVED_02_L1,FP_LOWCPK_IMPROVED,1,L1 차이 거의 없음,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1,0,1,119.15,0.613544,0.1744,0.4513,0.2934,-0.681492,0.0,0.944431,7.6529,1.032926847035462,0.757,7.1867,1.039264308403188,0.902
FP_LOWCPK_IMPROVED_02_L2,FP_LOWCPK_IMPROVED,2,L2 자세히 보면 다름,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1,0,1,138.34,1.065071,0.3687,0.9052,0.7302,10.517714,0.0,0.443207,7.6518,1.0306890881235566,0.759,6.7188,1.0416666629456315,1.05
FP_LOWCPK_IMPROVED_03_L1,FP_LOWCPK_IMPROVED,1,L1 차이 거의 없음,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1,0,1,119.53,0.331903,0.1992,0.4525,0.3481,4.313795,0.0,0.840834,7.6524,1.0319821649905025,0.758,7.1854,1.0354073440037805,0.906
FP_LOWCPK_IMPROVED_03_L2,FP_LOWCPK_IMPROVED,2,L2 자세히 보면 다름,[과검출] 나빴다가 개선됐는데 아직 Cpk<1.33 이라 검출,0,1,1,0,1,138.9,0.57092,0.3578,0.908,0.6288,-2.59668,0.0,0.904923,7.6515,1.0291949933094882,0.761,6.717,1.0350708701466746,1.057
FP_SD_IMPROVED_01_L1,FP_SD_IMPROVED,1,L1 차이 거의 없음,[과검출] 산포가 줄어 개선됐는데 |Δσ%| 절대값이라 검출,0,1,1,0,1,120.5,-17.0,0.0545,0.0,0.0054,-13.579783,1.0,0.0,5.0,1.0416666697800567,1.6,5.0,0.8645833386208982,1.928
FP_SD_IMPROVED_01_L2,FP_SD_IMPROVED,2,L2 자세히 보면 다름,[과검출] 산포가 줄어 개선됐는데 |Δσ%| 절대값이라 검출,0,1,1,0,1,128.19,-22.0,0.0624,0.0,0.0322,-11.511237,1.0,0.0,5.0,1.0416666612305447,1.6,5.0,0.8124999974411318,2.051
